* idx(tesseract_os2-64_cam-front_os1-128_cam-lrr)=00297_00264_00790_00264_00789, timestamp=1643357319.941664826
*, R, 132, Sedan, 30.132621682510294, 22.552257443390594, -0.4163348126636128, 179.27438750000005, 2.328981562499999, 1.1074999999999995, 1.0325916230366492
*, R, 133, Sedan, 37.77637506296924, 10.71820600087085, -0.3271457672354512, 4.436711718750002, 2.065738340073201, 0.9297553406043243, 0.8223745922379356
*, R, 135, Sedan, 51.381301063005594, 10.422726719123602, -0.2803170770113783, -0.6674486243802663, 2.3740434375, 1.0308662826335868, 0.900210303544998
*, L, 137, Bus or Truck, 81.12867157911296, 22.64667315106908, 2.617235120605568, -149.31355617211415, 3.3605850000000013, 1.4689382198952885, 1.7
*, L1, 129, Pedestrian, -30.090166085602505, -6.359253655151406, -0.8564767882109725, -0.38590000000000657, 0.38150448620677924, 0.42520302223417666, 0.8585384816753927
*, L1, 134, Sedan, 44.74322622607936, 10.9550185504443, 0.0022797381551496547, 4.268797098697691, 2.061536795065122, 0.7925006241169408, 0.7454859580925564
*, L1, 136, Sedan, 57.16558930619977, 10.228691715375861, 0.5805342684168803, -1.2648373111403854, 1.7073710553795223, 0.7792407664518939, 0.6877109177224336
*, L1, 139, Sedan, 65.5325683227502, -0.8916326730122819, -1.727744932575543, -6.734154153601181, 2.3209999999999997, 0.9515631232696465, 0.8281142104543123
*, L1, 143, Sedan, 105.19921823268487, 14.66264320288974, 1.279027431193877, -178.22449881309632, 2.1960586262044357, 0.9959148319657886, 0.9161070715538494
*, L1, 145, Sedan, 113.57634637355432, 14.196309178363663, 1.1406004260535607, 179.45444140553957, 2.2670422446289065, 1.0167601611993382, 0.874396973697543
