* idx(tesseract_os2-64_cam-front_os1-128_cam-lrr)=00473_00440_01318_00440_01316, timestamp=1643184776.885835296
*, L, 115, Bus or Truck, 58.97916136388449, 2.1830542062280074, 0.4755051546391752, 0.7479266666666657, 2.2624607058823516, 0.8989759381428579, 1.190556701030928
*, L, 135, Bus or Truck, 3.6787111313287824, -6.888919967736001, -0.5439999999999999, 0.6013000000000002, 2.2722159153848707, 1.129417525773194, 1.13
*, R, 136, Bus or Truck, 27.03500323935901, -0.49386376145687144, 0.8402061855670102, 1.2893999999999999, 6.610999999999992, 1.2866350515463914, 2.26979381443299
*, R, 181, Sedan, 37.061998065454645, 4.338689428441991, -0.12919071204292168, -0.11580000000000032, 2.2334138823529415, 0.9774652239699614, 0.6920700970296815
*, R, 190, Sedan, 54.19087983658028, -6.561985636241843, -0.023144329896907345, 1.2347999999999975, 2.1557900000000005, 0.8451965294117645, 0.6931443298969072
*, L1, 157, Sedan, 104.26088056785647, 6.191335232090751, 1.4320453253704142, 0.6859000000000002, 2.4671000000000003, 1.1637573529411762, 1.17
*, L1, 170, Bus or Truck, 43.01046719029364, -3.8235212967265397, 1.0496907216494846, -0.13760000000000006, 3.9533000000000014, 1.2989999999999995, 2.1303092783505155
*, L1, 186, Bus or Truck, -70.51282110155626, 15.89252484401095, -1.4777371760369238, -179.96970000000002, 2.281148235294119, 1.0734055501730102, 0.7768041237113403
*, L1, 191, Sedan, 102.26624503973761, 13.454809104664744, 1.4992973363298223, -179.87889999999996, 2.3461999999999987, 1.0824911764705873, 0.7054123711340206
*, L1, 1397, Sedan, -0.09440645888753352, 4.052519942425533, -0.6914319490131579, 0.6346796226987811, 2.25, 0.9, 0.75
