* idx(tesseract_os2-64_cam-front_os1-128_cam-lrr)=00269_00270_00809_00269_00804, timestamp=1644746247.214498401
*, L, 104, Sedan, 3.15541752124191, -3.8037793442524652, -0.6668828935731144, 2.992007377798916, 2.2406508717214693, 0.8650580627164597, 0.6591766435731132
*, R, 105, Sedan, 36.48238564843632, -1.9324971552950956, -0.23084919715236166, -4.439165364583356, 2.3013, 1.0213582624991329, 0.9664971403192152
*, R, 106, Sedan, 26.216178598389497, -5.005925122505129, -0.5636520579434839, -1.696998561849372, 2.126721826404994, 0.9641662425767793, 0.7464715636792452
*, R, 108, Sedan, 89.41222669360232, -11.75069822317389, 0.5090134553460605, -6.656272065080779, 1.7600214076861729, 0.897789572556084, 0.7274048198121832
*, R, 118, Sedan, 37.52433583221803, 4.423558758636401, -0.4437033702638651, 179.21496105765584, 2.3611999999999997, 1.0110999999999997, 0.8148421351533671
*, L1, 107, Sedan, 70.55599941108358, -6.190197240263842, -0.3597422112779821, -3.8811249999999426, 2.3013, 1.0213582624991329, 0.9664971403192152
*, L1, 109, Sedan, 109.54237646919864, -11.79912004481048, 1.520710152232133, -2.8811858328683595, 2.126721826404994, 0.9641662425767793, 0.7464715636792452
*, L1, 115, Sedan, -7.787348998708694, 9.022322716993585, -0.5872629428440166, 179.15720000000002, 5.138805104679904, 1.1190000000000002, 1.3508621711374502
*, L1, 117, Sedan, 29.629880086929916, 8.615440296129236, -0.6517370602397818, -178.49903802541388, 2.2406508717214693, 0.8650580627164597, 0.6591766435731132
*, L1, 119, Sedan, 119.15060607242482, -2.129580972913433, 0.8307800399897738, -176.60467718433918, 2.556353634141243, 1.1816624363370631, 1.1353386270004846
